text,label,__index_level_0__
"i have always been interested in being vegan . but , i really like meat haha .",0,17337
"jason who ? i love tupac , california love is mine .",1,11032
  ) drop rn so i can procrastinate more,0,9511
"whoa ! you seem like an all around woman . i work , eat then sleep .",1,4960
 These niggas getting put on list and straight ass  skull  only niggas I seen good was yoshi patchmade jay and a few more rest are ass  hundred points ,1,6246
 I just think that he's more likely to be lying about this to protect himself than she is lying just to disrupt her life for no apparent reason. I've also known entitled men like him.,0,2889
   It’s not my fault you support gun control,0,10
                    Jaws V  When Jaws Jaws Back - Starring Kurt Chiselchest and Lorna Buxom  Whud I win?  It better not be one of them laser swords...Jess will b jealous.,1,7397
"i am on guitar ; own 9 of them ! started with music at 6 , piano . other hobbies ?",1,1329
good . do you work ? i work full time .,0,27310
oh ok what do you do when your off,0,25966
would love to play soccer with her professionally,1,3342
 If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE,1,2687
"i'm a model airplane flyer , but that's about it",0,21119
__SILENCE__,0,21054
doing great . riding on the cb750 was relaxing . yall should come visit soon ?,0,15391
  But you knew it was pointless to cry because it would just add to the awful humidity...  loudly crying face ,0,3687
  Clearly this amazing little girl has the ability to put herself in other's shoes. She shows empathy which some children do more than others. She is able to distinguish right from wrong no matter who puts her to shame or tries to bully her to conform. She is a hero,0,3919
he is at hp my mom is a home mom,1,5589
  Forget Michael he is a coward.,1,2882
how big is she ? is not it hard to travel with them ? i like traveling,1,4653
"not a lot , maybe once or twice a month . but with nursing and work , its kinda hard",1,8640
hello how are u my name is joe,1,2561
i love to watch the alabama football games,0,19309
__SILENCE__,0,18877
yes i been divorced almost 3 years,1,2931
what kind of instrument do you play,1,7182
i understand . do you like other body modifications ?,0,15663
"nah , just when i am chasing my cat , old leroy . gotta keep the britches up .",0,22272
hello how are you tonight,0,14465
i have blonde hair and like it .,1,10643
 Shut up man  You are useless,1,1458
 It should work just fine now! URL,0,10119
what channel did you watch ? i was listening to bruno mars,1,1484
. just read that flaming pile of garbage you wrote and the National Review calls an article. Why are liberals losing their minds when the President is being investigated for collusion with a foreign government?! Why is he nominating ANYONE for a Supreme Court appt?,1,6787
what kind of doctor are you,0,23064
i have looked into it but my husband does not seem into the idea .,0,17692
every girl has cheat on me except one,1,8292
"hello , frank . i am art . tell me something interesting about yourself .",0,17256
"hello , i am doing great . how are you ?",0,27472
i'm a stay st home mom for now,1,2583
i dig yoga and being vegan . i used to eat meat though .,0,17475
 Discussing!,0,2780
  She is an ugly black hearted troll URL,1,123
" It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable.""",0,90
that must pay well . i wish i could work somewhere that pays well .,0,24468
the doctors gave her another 6 weeks or so to live . what do you like to do ?,1,11160
 I'm surprised he didn't shoot his students just prove gun control is important. I'm glad I don't send kids to college. What a waste of money turning them into pumpkin heads.,1,8299
i am good . my 18 year old is causing me some issues though .,0,20737
  You are awesome!,0,7474
 What manga you reading?,0,4896
"yes , i've two boys as well .",0,18497
__SILENCE__,0,14095
i could make some clothes for you and your friend i make my own !,1,11155
A Madison resident who has posted a series of Anti-President Trump signs outside his or her home is at it again with another negative sign. URL,0,4042
what did she teach ? my mom stayed home with my and my 3 older siblings,1,12920
#Labour #SWaGodKing  British Conservatives made a grave error protecting Viktor Orban - URL via ,0,2359
"Despite Portman’s insistence that she has tried to advance female directors, only one of her feature films was directed by a female.",0,1229
i take any and everything like so literally,0,16639
my cat and i just sit together and knit all the time,0,23504
"Since then, CTE has expanded from football to raise red flags around a myriad of other sports including soccer, rugby, horse racing, bull-riding, skiing/snowboarding, hockey, and wrestling.",0,474
i am grilling a big steak and listening to an opera cd a friend gave me .,0,23095
180 . maxed out like my credit cards .,0,20412
that is a great idea ! i wonder if she would love math like i do ?,1,2205
holy smokes . i'd say those are standards for sure . sometimes you just gotta take a walk,0,26529
just love this meme is all  a lil levity for a heavy day of cognitive dissonance  #QAnon #MAGA #Trump # #GreatAwakening #pray URL,0,723
its challenging ! i also coach volleyball . what about you ?,1,9818
 Another person that should be blocked is @ . This person isn't vulgar but has some sort of agenda where he\she is copy &amp; pasting every one of Ed's tweets &amp; passing them off as their own. EVERY SINGLE TWEET. It's sick &amp; creepy.,0,11266
"very good , how are you ?",0,23045
"my mother and grandparents don't like me wearing . i live with them ,",1,6847
"i enjoy dabbling in different jobs like a grocery store , book keeping , and tours .",0,27494
 Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL,1,5774
"i am trying to keep fit , bc i really like adam levin in love , maybe .",1,5084
"they can be , i can you the friend price .",0,15186
     Chicago has strict gun control laws but the highest gun violence rate Detroit was owened by Unions and is now bankrupt Cali has the second highest welfare rate and is now the homeless capital of the developed world.,1,3067
 Either she is misinformed or has no shame. I’m going with she has no shame.,1,6926
 He isnt aware of anything; he is just that handsome~,0,10779
 why should he the woman is lying according to everyone that went to school there except liberals who would say anything to get rid of him.,0,4958
" your lord and master... blah blah blah"" Liberals are so over the top dramatic about everything grinning squinting face  URL",0,7956
 Europeans are morons for electing people like this,1,3049
"wow , at keast you do those stuffs around",0,24875
i love to read stephen king books,1,4393
wow my mother did too . she lives in the states now,1,10746
i'm a mother so i had to comfort my husband and 2 son,0,15015
"tennis , i wear the shoes for it . i also read books . do you have hobbies ?",1,5938
wow ! my best friend is name lady and she walk on four legs .,1,2613
"well i am 19 , my favorite player is mike trout and i am starting a short stop",1,3620
wow ! what brought you here ? i've a friend at my church from france,0,18209
thank him for his service for me . do you have any siblings ?,1,6793
 Considering Puerto  Rico didn't have electricity on % of the island before the hurricane....im wondering who left her brain on the tarmac in the sun for a year?  Probably Trump or Baron I assume.,0,12699
 Does anyone proof read these articles before you post them? The article states 'the victim is in hospital in a critical condition where she remains'. Probably best she does as the headline tells us that she is dead!!! Sack the  work experience kid who put this together.,0,9229
baking and touring around the city,1,12145
i have a degree in nursing but i am not working right now,0,20447
me too ! my dad gets to travel for his job and has brought me along .,0,15679
i'm a woman who cruses every trail and then sleeps like a baby at night .,1,13210
"i'm alright , how are you ?",0,24590
"i used to call him cow kitty , but his name was actually dumbledore .",1,12907
__SILENCE__,0,19783
i am just sitting around right now i want to ride,0,27553
__SILENCE__,0,23972
"hello , how many siblings do you have ?",1,1342
"hello , its mary ellen . sorry if i'm grumpy , just finished my shift at aldis",1,6305
"Semenya, a two-time Olympic champion in the 800 meters, will now be forced to medicate to suppress her testosterone levels if she wants to defend her world title in September in Doha, Qatar.",1,197
                 At Millfield lecturing the students About what? The evolving Dependent tax and Migrant party? URL,0,12346
i've been going to beauty classes .,1,6089
"doing well . playing some basketball , which i enjoy .",1,7347
i wrote my entrance exam for florida state on harry potter .,1,3316
what kind of music do you like to make,1,12569
 She is she blocked me URL,0,1067
 The #metoo movement has turned out just the way black lives matter and Antifa turned out. Started out as a worthy cause and then ruined by a bunch of bandwagonists. More harm than good.,0,1747
all kinds . i also love soccer . watching and playing .,1,864
hi how are you today,0,24037
i've two girls . do you have a family ?,1,10181
__SILENCE__,0,18133
 Excellent timing! URL,0,4286
oh i work for a model airplane company,0,22037
i'm achieving my goal of only eating local farm to table food . you ?,0,18523
   What part of NO COLLUSION don't you get??? This is why you are a dumocrat,1,142
President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL,0,1384
i'm a hockey coach . you ?,1,3547
 .......YES I WAS CORRECT IN SAYING BYE-BYE FOREVER!!,0,6123
i love dogs . you have one ?,0,23268
//You are all not ready for #,0,7439
yes he was charles wallace was as well .,1,3851
"construction is in your family blood , i hope to get marry again",0,22796
 Why are you telling them to not do this? I encourage Antifa shits to try this and get dropped. Less of them the better.,1,12026
 better leave #HIAC with #SDLIVE Women's Title tonight! She is the best woman on the whole roster bar none!,0,1933
i like a library too . my husband is a telecom employee . he does to,0,22701
"As leading 2020 Dems advocate spending big on the Green New Deal, it turns out most Americans are worried about other issues.",1,668
i am sure he appreciates your height . how long have you been married ?,0,26103
"i am doing great , what kind of game was it ?",1,13662
  MAGA PATRIOTS WE NEED YOU!,0,8351
Are all the republiKlan maga wearing traitors going to dig through their childhood toy chest just to post videos of burning #Ernie &amp; #Bert dolls? #ernieandbert #SesameStreet #Toad #MarioKart #TraitorTrump #traitortoad,1,11072
yes he's 36 years old with a good job but i am only 26,1,13741
i've never had one of those before,0,16424
i love going out the farm because i am a total country girl,1,7568
cheesecake is the food i like very much,0,23563
i've three of them . roommates that's . not parakeets a bird,0,25487
"i went to christian school , all female",0,18966
did you catch that ufc fight last week so sad my boy connor mcgregger didn't win though .,1,7471
i get that too but my hair is dyed blonde and they think it is natural .,1,7143
he's in japan so far away,1,214
 God bless you SIR,0,8708
"  It used to mean the permanent powers that be"", the ""oligarchy"" powers.  Now, for ""conservatives"" it's become like ""antifa"", it's an amorphous, faceless, everchanging cast of characters used to throw shade at anyone who ""opposes"" Trump. Jerome Corsi sold this lie best, recently.""",0,2695
 . is like railroad tracks - laid across the country,0,10851
he deserved it . can you believe he raised my rent to 5000 a month ?,1,13453
hi how are you today,0,22476
"nice , do you own any pets ? my grandchildren fill that spot .",0,18268
. opposes the student loan refinancing bill that would help hundreds of thousands of borrowers get lower rates at no net cost to taxpayers. He is losing this election and he is a desperate politician.   Democrats might not want to let him steal this issue. URL,0,2376
 GOOD!,0,1706
what kind of instrument do you play ?,1,12238
                                         That nutbar hasn’t blocked you Todd? She blocked me and gave no clue who she is,0,12957
oh that's great ! my cat on the other hand cannot stand her leash,1,816
why did you guys stop ?,0,25257
"i do like comedies myself , especially adam sandler !",1,355
i am . i live in colorado . how about you ?,0,22512
i hate country music . it makes me sick but you might like it .,1,9023
me too . i try to go out to eat with family often .,0,25879
i am already a dealer for blackjack . i even know how to count cards,1,860
i love to sleep and listen to rap .,0,25641
 Good for you Jimmy... your one pare will offset the % plunge their market shares are about to take,0,10040
i really like biographies . what kind of bugs are you watching ?,0,23503
 Tryouts for Antifa???,0,5657
my hair is difficult . it is very curly and dark . i need someone with experience .,1,12991
do you like to play music,1,1700
  It's clear that Trump is President and hillary still can't accept that. Too bad 'ause he's there for  more years. #MAGA,1,9640
   it’s too bad california doesn’t have any common sense gun control laws that prevent criminals from doing illegal things.,0,695
did your brothers and or sisters take care of you ?,1,4831
   come on.  Nicco had excuses not to fight Shev twice already and then  hrs from fight can't make weight.  She is not a champ.  Heck she was a TV show champ at best,0,9513
that's amazing i'd love to meet will ferrell . he must be cool .,1,6511
mangos are very good ! especially when its nice and juicy !,0,21774
do you have any pets ?,0,18153
i like pizza . and the color blue .,0,18366
so you no longer have a day job ? awesome ! do you do only beauty tips ?,1,11024
"i carve pine wood , its soft and you can shape it nicely .",0,14508
what color hair do you have ?,1,10227
i've severe anxiety and pearl jam helps me cope since i cant enjoy 420,1,10048
i wish i could have moved around more as a younger woman,1,6866
"oh , i have been to tokyo once .",0,17735
"he just caught a bug at school , but he's feeling much better .",1,833
cheese makes me gassy . meat is good,0,19418
"i also love music , i particularly love listening to a band called a fine frenzy",0,18068
i am currently able to bench press 345 pounds and squat 400 pounds,1,3703
"i would rather believe in my favorite animal , the panda .",0,23380
       Maybe stop attacking Conservatives and you might find they don’t retaliate.,1,4354
cool . i also speak german .,0,20059
i make a soap you can use as a mouthwash that may help,0,19778
i'm not smart . i'm fat,0,23512
 Yess URL,0,6012
"for my league yes , but obviously not enough to be famous",0,16447
Lots of politicians and critics across the board have attacked the Green New Deal proposed last week by freshman Democrats Rep. Alexandria Ocasio-Cortez of New York and Sen. Ed Markey of Massachusetts.,1,94
     Antifa fails,0,6270
"hello , do you like stephen king novels ?",1,6005
"true , you know how women can be .",1,2868
"#osho #quotes via  Listen to your being. It is continuously giving you hints. It is a still, small voice. It does not shout at you, that is true. And if you are a little silent you will start feeling your way. Be the person you are. Never try… URL URL",0,8036
"i'm not so bad but not great , i'm too ethical .",0,24555
   Because she is more intelligent than you are.,0,2299
soccer mom here ! family time is what i love . do you have a family ?,0,14224
  A horrendous act of course. Conservatives lie like they breath and are just generally awful human beings. I don’t doubt the victims story even a tiny bit,1,6666
 Unless he is like that old skin bag Cher.  She just coming back and coming back. #stretchedface,1,2016
 Obama will preach about gun control in the U.S. but then arm the drug cartels in Mexico and advocate for open borders. A piece of shit is worth more than Obama.,1,7688
"    I've been trying to find out the name of these for ages. I went to a Hindu birthday and we were given these little dough/pastry treats. I ate a plateful. I looked up puris"" after your post said small and found them. Asma, you are my saviour. Now to find a place that sells them.""",0,3489
    I knew we would find out that this is all the liberals’ fault.  face with rolling eyes ,1,7420
"cooking is great ! i love it , baking is not fun though .",1,4105
hi joe . my kids love baseball . i enjoy watching them . do you like baseball ?,1,4200
     Sorry and yes you are very wrong as most people who don’t read the science behind the generation and subsidies are. My page is a good place to start but reading - books on the subject will get you some excellent schooling. Very complex.,0,1614
"hi my name is yumi , and i enjoy anime and draw comics for my work",1,3778
     Meme was circulated during times antifa rioted and the left either ignored or celebrated them and of course not fool.,0,810
"People who choose not to vaccinate has emerged into a global health threat in 2019, said the World Health Organization.",0,184
"that has to cost a fortune , i feed my dogs organic , and that gets expensive .",0,13867
 You rock Laura.  We need the Rinos exposed.  They are hiding behind Republican status.  We need new blood in November.  It has to continue to .  MAGA  Our forefathers would want us to save our Country.,0,7407
 And Donald Trump will never be President,0,2603
"It was not stingy family leave policies that had this baby killed, it was the child’s mother, encouraged and enabled by a culture and legal regime that regard babies as a capstone consumer commodity to be ordered up when convenient, and violently disposed of when inconvenient.",1,516
i have 2 kids and work at law firm,0,26012
oh who is she ?,1,1753
 Lol antifa been doing it to republicans for a year you didn’t care when it was Betsy devos,0,7636
"       For example, I don't think that liberal imposition or inauthenticity"" is the issue here. The issue is that of borders and citizenship - liberals assume the same rights and equalities arguments apply across borders that apply within borders. But that is not a widely shared view.""",0,584
have you heard of mary jane fashions ? my mother created that .,1,9809
     #Antifa #AltLeft  to go with Richard Simmons stalker ,0,10420
me as well . i prefer the ballet !,0,24450
 Did you see what she said about Travis on Ellen?? That’s one hating ass bitch  loudly crying face ,1,12779
  Attention lefties demanding gun control. Most of these shooters are left wing. You don't get to shoot congressman and create violent chos and then demand we normal people disarm.,1,4515
 Yeah she is,0,11466
i cannot play anything . i am more of an athlete .,1,11669
i enjoy hanging out with my iguanas . i like to give them silly names,1,2986
"listen to some music it helps , i like classical music my wife does too",0,16124
"rock on , i'm listening to my favorite band guns and roses .",0,19425
other than be an awesome mother lol i'm a nurse at the local hospital,1,2386
hi how are you doing ? i've family i want to meet someday .,0,27021
   Violent liberals ANTIFA with their KKK hoods beating up strangers they know nothing about is exactly what comes to mind when dems say they care about anything. Either you care about human life or you have people beat up. My black conservatives friend has been attacked by them.,0,8458
my 2 older sisters have that problem too . sorry,1,9199
 Liberals are full of s#$t when they say they have alot of love to give!  They have become the devils minions.  No one will prayerfully vote for their socialist agenda!,1,5496
"i love writing stories , but i am now also into reading novels as well . how about you ?",1,11990
 Coming from a person from Chicago...kook!,0,12366
"While the workaday majority of Americans continue to be mired in our low-wage economy, the precious few at the tippy top soared out of sight in 2019.",1,1277
i love the music he makes,1,4835
"drums , you ? i try to live my life in order",1,13083
  What dos this have to do with the NRA? California has lot and lots of worthless gun control laws already. Gun control does NOT work because crazy people don’t obey the law.,1,1190
i listen to what makes me happy . r b has good beats . the lyrics are negative .,1,3722
very nice ! i am really hoping to be a published author one day,0,26779
__SILENCE__,0,19316
abigail is my friend . i can't have beards in safety patrol school,1,11743
 She is no doubt the greatest female athlete but a sore loser imo,1,3905
sounds fun where is it based out of ? i love meeting new people,0,21647
    Chris Burns you are a fascist. Nothing more than that.,1,2473
 i think its the hope for her abuser to get better that hits me. she is SO brave and strong to say she prays for him to see the light.,0,4783
         What if you wanting gun control offended me? Should you be fined?,0,8117
"New York Rep. Alexandria Ocasio-Cortez casually spotlighted her revolutionary rejection of biology, sex, and the male-or-female society during a live Facebook chat in which she was asked about her views on the military draft.",1,1467
"i'm sasha and it is nice to meet you , jane !",1,3485
he was . he was my favorite artist .,1,490
can you please organize my things ? it is my least favorite thing to do .,0,24716
 He is still one of my favorites URL,0,11819
i am doing well ! just ordered some sushi for dinner,0,24261
"Mulvaney apparently didn’t see this line of inquiry coming, so he was left in an awkward spot: Democrats are trying to embarrass Trump, but his chief of staff has no idea why Trump would be embarrassed by his own tax materials.",1,1614
sounds like she keeps busy . do you help with the jewelry ?,1,1519
you sound smart are you a teacher ?,0,17087
that's awesome ! as a busy mom i rarely get to go to concerts .,1,2873
  Rodenbury was against violence and would have advocated for gun control.,0,10048
fun ! my twin sister is helping me grade she is also a teacher,1,1550
 No they are seeing how liberals are sleazballs and they are #WalkingAway,1,1749
never heard of that . i only listen to rap . the street life chose me .,1,6844
i've not had any recently . but i do like hiking !,0,15514
me too ! but i'm an author and tv star . you ?,1,5138
its going good . just listening to some backstreet boys . i love them,1,13115
awesome ! my dream job would be a baseball announcer .,1,7147
"She credited women for mobilizing against gun violence, creating the #MeToo movement against sexual harassment and discrimination, and taking back the Democratic majority in the House of Representatives.",0,1060
  Go head and switch from Nike to gun control now URL,0,7802
i am all about reggae . i be jammin . what about you ?,1,11244
"i think i like you , i can usually tell right away if i like or hate someone",0,14893
 He is resting because he can't take another humiliation by Pakistan #,0,4409
"In 2016, Donald Trump fueled his improbable presidential victory with an arsenal of catch phrases designed to incite and excite the Fox News and Breitbart audience who live in fear of America’s diversity and inevitable demographic changes.",1,1418
8 kids ! wow . it was just me and dad growing up . how old are they ?,0,19791
cool . i do not get too much time when i am on tour,0,19523
 I should rephrase that... something went down and she is trying to cover it up with some LAME story about “oh I thought I was in my own house” ! What a obviously blatant lie. URL,0,10344
"that's awesome , do you play any instruments ?",1,4699
  Amazing all the projection she is doing.,0,8002
i recent got a cat to walk with me for exercise,0,23415
hello . . . . . . . i am jessica ! i live in colorado .,1,652
          Keep up the good work protect free speech and call out war criminals    #nhs #bbc #bbcqt #newsnight #bbcpl # #Brexit #May #Corbyn #Labour #Conservatives #marr #hignfy #UKLabour #SkyNews #bbcLive #PoliticsLive,0,8313
 This is just disgusting. But it sounds like you are absolutely right. I do think that even liberals are starting to realize this is all a political game.,1,12691
you won't know what your are missing out on unless you try it .,0,15561
   Actually my ancestors were here long before anyone got here even your French ass! Native Americans were here first. So get your facts straight! So if you wanna throw punches make sure you know who and where you are throwing them first.,1,3401
hi how are you today,0,17495
 And we are worried about Russia election meddling? Now I understand why Google backed out of government deal when Trump was elected. This is result of company getting too big.,0,13122
what do you do for a living ?,0,19189
i've never played . is it hard ?,1,5675
  Yep. They had to produce this article to shut up the liberals.,1,9675
 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,1,3147
i love to remodel homes so i go shopping a lot,0,20288
what makes her interesting ?,1,4468
i'llie like country music too . as good as cash . parton my bad jokes ! hehe,1,9780
"nope , no glasses for me . never needed them .",1,579
"wow , who is that actor that was in that church ?",1,181
"Trump could sit on live TV, peeing his pants and whimpering that the protesters are coming for him, and his base would stick by him and claim to see courage in the urine puddles below his chair, just so long as he keeps the racism and the lib-triggering coming. They know he’s a “Bunker Boy,” but will pretend they don’t see it until the bitter end.",1,1050
 Hectares cultivated with poppy for opium grew exponentially like never before during Obama thou. I bet you celebrated his troop retreat. Myanmar made so much money with the opium they're building a bigger totally modern port,0,10403
i drive a ford hatchback . just a small car . are you into cars ?,0,26727
 And I’m assuming the people waiting to see him and who gave it to him are just as deficient,0,8343
what does she teach ? i'm thinking about teaching piano too since i can play it .,1,842
"hello , care to chat with a female educator ?",1,3558
yeah i am really allergic to shellfish .,0,27444
cool . what sports did you play ?,1,10880
that is so great . my mom works in telecommunications,0,27321
"South Korean Official  “Leaders will discuss specific denuke measures in Pyongyang”""  URL #TCOT #MAGA #RedNationRising""",0,26
i'm good do you work,0,22460
 Pop QUIZ #MAGA  The New Antifa #Democrats Party are ,0,3674
i use to play guitar for a living but now i work at home on my computer .,1,5266
i love rap music . turn it up loud in my truck .,1,2101
   Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!,1,2077
"But the changes could easily be wiped out by efforts to quickly ramp up economies, including governments around the world that may be more willing to relax regulations to jump-start companies.",0,1203
"yes , i like the customers , and it isn't too high pressure .",0,25168
i'm good actually . how are you ? any plans today ?,0,18613
i still have some that are in the design phase from ten years ago .,0,22802
haha i am a small town girl . . . living in a lonely world haha,1,7486
tennessee . my son plays football,1,10226
  Because the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about is so great &amp; honest. Good ole Keith Ellison the women beater can tell you that.,1,8366
it was pretty good . i watch him every night . it keeps me in touch,1,560
&amp; could prove we're in opposite roles? THE DUALITY OF EVERYTHING. very scary. BUT i can't feed that thought rn).  need to think abt how grateful i am that she's saying these things bc it's finally getting to me that i can't keep caring abt her &amp; that she is not who i think she is,0,10525
"i'm doing great , watching a little basketball . what are you up to ?",1,11337
"playing the drums , my family hates it . lol !",1,1328
  well Brandon .The conservatives got elected on the  red lines. So how about listening to the ERG rather than fudging the negotiations with the EU and signing up to vague promises thus playing kicking the Can business. New book How to lose  elections by T.May,0,5523
"America..!!  #WalkAway Get out and VOTE or live in POVERTY and SERVITUDE...!!"" #MAGA  # URL",1,12833
(I'm late but neverthelesssss)  HAPPY BIRTHDAY CEL! HOPE U HAD A GREAT DAY AND CONTINUE BEING THE PERSON YOU ARE! all the love ♡♡♡,0,8286
  fix this shit!,1,2813
cool ask me anything jees i'm tip top gangsta homie ! i got my glock ready to fire,0,25551
 OMG!  What a disaster that would be!! She is the most incompetent person,1,10885
 Bring out his Antifa criminal son to campaign for him,0,79
"i try to avoid crowds , i have a hard time trusting anyone around me .",0,21276
  Check the antifa registration.  Some of her coworkers are there.,0,12103
that's cool . i like to design jewelry,1,5802
try listening to music especially classical just like i do,1,5074
 thanks for the following and together we can help MAGA and KAG and we can make our Great State of Texas even Greater by encouraging everyone we know to vote Red,0,8940
   Exactly. I haven’t watched in two years and I refuse to. As a former  fan I think Jerry Jones is a disgrace to the people who have helped make him as rich as he is.,1,11055
__SILENCE__,0,25884
i was a huge superman fan as a kid,1,11614
 Liberals still don’t understand what evidence is. Color me shocked,0,706
"classical , rock , classical rock . ll . music is great for the mind .",1,10770
great do you play sports,1,8084
  I rode once in  with Rebecca and she is so nice and such an Athlete  woman mountain biking  flexed biceps  light skin tone .,0,6653
  she is a bad girl ! bad bad gril  ),0,5101
  MSM/Democrats/Liberals describe Antifa as “Peaceful Demonstrators.” In my opinion they are a Democrat Army preparing for war. ogre  ogre  ogre ,0,12562
"hello , what is your favorite car ?",0,16801
what else do yiu have to worry about ? haunt matatua man fordeal,0,16504
what instrument do you play ?,1,3579
that is good that she's learning how to swim . its important .,1,11311
hi how are you ? i'm chilling in my college dorm room .,0,20902
i am from la and i live at home . but hopefully i can dorm next year,0,16110
#Kavanaugh this is the common use of guns ... the conservatives and their prays of dead URL,0,9433
hello ! what are you up to today ?,0,26810
  I know this is most likely a fake profile set up  get conservatives unhinged so this nut can report them. Just had  get that off my chest!,0,6987
where do you live ? when does he retire ?,1,5590
"Gov. Tate Reeves, who has worked for years to limit and end abortion in Mississippi, promised to take action against the state's lone abortion clinic if it continues to provide abortions during the coronavirus pandemic.",0,146
"yea , its good to have hobbies and passions . do you play an instrument ?",1,12951
i like the fast life i've a fast car and drive in the fast lane,0,21927
that's cool i love the steelers and seahawks,1,8506
i work as a restaurant manager,0,18607
i'm in the us . it is a pair of knitting needles !,1,2992
me and my husband have three kids .,0,15359
my mom is working on a grocery store as a checker,1,6159
  PURP HE IS CHRIS.... IM THE REAL CJ UNTIL FURTHER NOTICE  face with tears of joy  #PSA,0,873
sounds delicious ! are you a big rugby fan ?,1,1875
"Americans crashed the Selective Service Agency’s website in early January because of a false rumor that signing up for federal student aid through FAFSA also meant signing up for the draft. Luckily, it turns out that 18-year-olds don’t have to go to boot camp when they apply for student loans. But they could be signing up for burdensome debt.",1,374
  is sweating. He knows he is screwed..tick rock. Orange is the New Orange.,0,11415
get out ! yes ! best friend is merna jean . i love football . do you ?,1,3019
"Although U.S.-based sporting goods companies now produce almost none of their own gear, increasing the cost of imports from China could still jeopardize thousands of U.S. white collar jobs in design, product development, and sales and marketing.",1,664
how long is your drive ?,0,18041
i like playing the piano . what about you ?,1,2214
  Murda fucker,1,6650
awesome . i like to make candy too . i know how to do a lot .,0,21592
i bet your mum would love to see how we get to talk to each other,0,23605
   Tippi Hedren was in Julie and Jack (which rifftrax also did). The scene from Birdemic that she is credited for was from that movie playing on the tv in the hotel.,0,1003
"ok , dave . you have any hobbies ?",1,3394
i love to wrestle . i was very good in high school . do you like sports ?,1,9577
"That statement, while true, could leave some listeners with the wrong impression. Warren’s plan would cancel at least some student debt for 95 percent of debt holders, and all debt for 75 percent of borrowers (the source of Vice’s erroneous headline).",0,417
heck yeah ! i blast her music in my bmw,1,4083
did he recently graduate ? i wonder if we went to school together,1,8314
"yep just one though , gets kind of cold here in colorado for her",1,7167
" Trump didn't want to be president"", therefore colluding with Russia for presidency is a made up attempt by liberals just like SCJOUS.""",0,2120
  you have a lot to atone for. You better atone for all your lies. I used to think you were a better person. I can’t see anything but evil.,0,8377
do you think he paints diamond rings too ? i lost mine at the ball,1,3300
"  If not a terrorist organization"", how exactly has ANTIFA not been named a criminal organization?""",0,12673
nice i served so my truck is a pretty safe place .,0,15422
"hi , i am good , thank you . what kind of salon ?",1,12188
   He is a big lump of —-I agree %,1,1852
"An investigative journalist whose exposés on the deep-rooted corruption in African soccer led to the downfall of a member of the high-powered FIFA Council was shot dead Wednesday, months after a Ghana politician called for retribution against him.",0,150
that would be great . i would love to surprise her .,1,1673
very cool ! the only game i really enjoy is arm wrestling . whats your favorite game ?,1,7500
that is awesome . i work at mcdonalds . what color was her hair ?,1,11804
    He is the type of person who believes what is trending on twitter is collective reality.,0,4214
__SILENCE__,0,21914
i see . what your favorite clothing shop ?,1,8137
"i work for a large phone company , go out with friends from work .",0,21302
"Brandon Straka, founder of the #WalkAway campaign encouraging Americans to leave the Democrat Party and left-wing ideology, told Breitbart News on Saturday that many participants in the Women’s March in Washington, DC, don’t really know why they’re here.",0,1224
ever visit florida ? rugby is as rough as you make it . i love it .,1,1168
it has been in my family for 40 years .,0,13892
oh nice is there sweet potatoes in sushi ? i hate sweet potatoes,0,27294
"haha , my sister is the same way about marriage ! like lay off , pls . . right ? ?",1,9854
 End of . SM out in space hears a voice in his head asking if he’s kryptonian.Turns around and it’s MM. MM explains his situation &amp; asks for refuge on earth. SM puts out his hand &amp; introduces himself. Has their shaking hand he says welcome to earth. Cut to black.,1,2881
when he was home . he was a cop so did not see him often .,1,236
 No she is just informing the public of the horrible goings on in the trump White House.,0,12253
"hey , you are up late ! are you a night owl too ! ?",0,25579
hi ! it was good . i hung out with my sister . what did you guys do ?,0,16445
really ? my favorite is classic rock ! love listening to that while playing billiards .,1,8239
my favorite color is red . what is your favorite animal ? mine is the kangaroo .,0,27301
 clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  they're falsifying a prefabricated story that is hurting women who ACTUALLY have and will experience this.  #WALKAWAY #GORKEDDEMS #MAGA # URL,0,11164
right . i'll enjoy one as soon as i find that binder .,0,26874
ll that is cool i love the fall since i love orange .,0,16374
 Conservatives have become the cadaver party.,1,7431
yes especially in this industry,0,15864
"i feel ya brother , so what do you do for work ?",0,24749
i coach on the weekends,1,185
i live in florida how bout you,0,26856
 Never had any intentions of showing up. Only intended to delay and testify by way of DNC hit woman lawyer and media.  Time to vote on Kavanaugh and any Republican not confirming as Justice should be remembered by all conservatives at the polls.,0,1518
"i play the violin , shopping , netflix . how about you ?",1,1454
